index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,sentence,type,cluster,foundation,identity,id
3068_Q6,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,you can't CLITIC have any blanket servant,peripheral,5,authority pos,parent,987
3068_Q7,,,,,,,"Authority/subversion,Purity/degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Care/harm,Authority/subversion,Purity/degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,you can't CLITIC have any blanket servant,peripheral,5,authority pos,parent,987
3069_Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,Non-moral,Non-moral,,,,,,,,,,,,,,,,,,,,,that remote control car don't CLITIC even work right,peripheral,5,authority pos,parent,988
3069_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,that remote control car don't CLITIC even work right,peripheral,5,authority pos,parent,988
3070_Q6,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,Non-moral,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,Non-moral,,,,,Moral,,,,,,,,,,,,now let's CLITIC see about your order,central,6,authority pos,parent,989
3070_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairness/cheating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairness/cheating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,now let's CLITIC see about your order,central,6,authority pos,parent,989
3071_Q6,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,where'd CLITIC we order it from,central,6,authority pos,parent,990
3071_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairness/cheating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,where'd CLITIC we order it from,central,6,authority pos,parent,990
3072_Q6,,,,,Moral,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,now you know the order,central,6,authority pos,parent,991
3072_Q7,,,,,Fairness/cheating,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,now you know the order,central,6,authority pos,parent,991
3073_Q6,,,,,,,,,,Moral,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doe that mean that you have control in you or /.,central,6,authority pos,parent,992
3073_Q7,,,,,,,,,,"None of these, but still moral",,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loyalty/betrayal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doe that mean that you have control in you or /.,central,6,authority pos,parent,992
3074_Q6,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,they were in order in the pad,central,6,authority pos,parent,993
3074_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,they were in order in the pad,central,6,authority pos,parent,993
3075_Q6,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,here you can control this,central,6,authority pos,parent,994
3075_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,Fairness/cheating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,here you can control this,central,6,authority pos,parent,994
3076_Q6,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,Moral,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,control with,central,6,authority pos,parent,995
3076_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,control with,central,6,authority pos,parent,995
3077_Q6,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,now that it's CLITIC master of self defense,central,6,authority pos,parent,996
3077_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Care/harm,Loyalty/betrayal,Authority/subversion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,now that it's CLITIC master of self defense,central,6,authority pos,parent,996
3078_Q6,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,well we'll CLITIC hafta CLITIC order water,central,6,authority pos,parent,997
3078_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,well we'll CLITIC hafta CLITIC order water,central,6,authority pos,parent,997
3079_Q6,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,Non-moral,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,that must be the control,central,6,authority pos,parent,998
3079_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,that must be the control,central,6,authority pos,parent,998
3080_Q6,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,because you were not using it in the proper manner,peripheral,6,authority pos,parent,999
3080_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,Purity/degradation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,"Fairness/cheating,Authority/subversion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,because you were not using it in the proper manner,peripheral,6,authority pos,parent,999
3081_Q6,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,do I think it wa a basically a proper assessment of what he actually doe,peripheral,6,authority pos,parent,1000
3081_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairness/cheating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairness/cheating,Loyalty/betrayal,Authority/subversion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Loyalty/betrayal,Authority/subversion",,,,,,,,,,,,,,,,,,,,do I think it wa a basically a proper assessment of what he actually doe,peripheral,6,authority pos,parent,1000
3082_Q6,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,Moral,,,,,,it wa not really bad but it wa not very polite,peripheral,6,authority pos,parent,1001
3082_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purity/degradation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairness/cheating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purity/degradation,,,,,,,,,,,,,Care/harm,,,,,,it wa not really bad but it wa not very polite,peripheral,6,authority pos,parent,1001
3083_Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,Moral,,,Moral,,,,,,,,,,that's CLITIC right father,peripheral,6,authority pos,parent,1002
3083_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loyalty/betrayal,,,,,,,,,,,,,,,"None of these, but still moral",,,Fairness/cheating,,,,,,,,,,that's CLITIC right father,peripheral,6,authority pos,parent,1002
3084_Q6,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bully ...,peripheral,6,authority pos,parent,1003
3084_Q7,,,,,,"Care/harm,Purity/degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairness/cheating,Authority/subversion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purity/degradation,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bully ...,peripheral,6,authority pos,parent,1003
3085_Q6,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,old master ha gone away,peripheral,6,authority pos,parent,1004
3085_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,old master ha gone away,peripheral,6,authority pos,parent,1004
3086_Q6,,,,,,,,,,,Moral,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,and a bully all at the same time,peripheral,6,authority pos,parent,1005
3086_Q7,,,,,,,,,,,"Care/harm,Fairness/cheating,Purity/degradation",,,,,,,,,,,,,,,"Care/harm,Authority/subversion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,and a bully all at the same time,peripheral,6,authority pos,parent,1005
3087_Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,Moral,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,how God forbid /.,peripheral,6,authority pos,parent,1006
3087_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loyalty/betrayal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairness/cheating,Loyalty/betrayal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Authority/subversion,Purity/degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,how God forbid /.,peripheral,6,authority pos,parent,1006
3088_Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,Moral,,,Non-moral,,,,,,a bully,peripheral,6,authority pos,parent,1007
3088_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purity/degradation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Care/harm,Loyalty/betrayal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,a bully,peripheral,6,authority pos,parent,1007
